"sex","age","numgiven","sex1","talkto1","sex2","talkto2","sex3","talkto3","sex4","talkto4","sex5","talkto5","close12","close13","close14","close15","close23","close24","close25","close34","close35","close45","mntlhlth","health1"
"male","64","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA
"female","26","4","female","almost daily","male","almost daily","female","almost daily","female","almost daily",NA,NA,"especially close","especially close","know each other",NA,"especially close","know each other",NA,"especially close",NA,NA,"20",NA
"female","64","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA
"male","50","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA
"male","37","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","excellent"
"female","52","2","female","once a month","male","once a month",NA,NA,NA,NA,NA,NA,"know each other",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","very good"
"female","24","4","male","almost daily","female","once a week","female","almost daily","female","almost daily",NA,NA,"especially close","especially close","especially close",NA,"know each other","know each other",NA,"especially close",NA,NA,NA,"very good"
"female","39","4","female","almost daily","male","once a month","male","once a month","male","almost daily",NA,NA,"especially close","know each other","especially close",NA,"total strangers","know each other",NA,"know each other",NA,NA,"3","fair"
"female","60","2","male","almost daily","male","almost daily",NA,NA,NA,NA,NA,NA,"especially close",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","good"
"female","47","4","male","almost daily","male","almost daily","female","almost daily","female","once a week",NA,NA,"especially close","especially close","especially close",NA,"especially close","especially close",NA,"especially close",NA,NA,NA,NA
"female","71","2","female","almost daily","male","almost daily",NA,NA,NA,NA,NA,NA,"especially close",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"male","88","1","female","almost daily",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"male","37","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15",NA
"female","61","1","female","almost daily",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excellent"
"female","69","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7",NA
"male","65","4","male","once a week","male","once a week","male","almost daily","female","almost daily",NA,NA,"know each other",".a","especially close",NA,"total strangers","especially close",NA,"know each other",NA,NA,"0","very good"
"male","21","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA
"female","47","2","female","almost daily","female","almost daily",NA,NA,NA,NA,NA,NA,"know each other",NA,NA,NA,NA,NA,NA,NA,NA,NA,"20",NA
"male","58","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5",NA
"male","48","1","female","almost daily",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20","fair"
"male","84","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"female","55","3","female","almost daily","female","almost daily","female","almost daily",NA,NA,NA,NA,"especially close","especially close",NA,NA,"especially close",NA,NA,NA,NA,NA,NA,"poor"
"female","46","3","male","almost daily","female","almost daily","male","almost daily",NA,NA,NA,NA,"especially close","total strangers",NA,NA,"total strangers",NA,NA,NA,NA,NA,"1",NA
"female","43","1","female","almost daily",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA
"male","25","1","female","almost daily",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA
"female","39","2","male","almost daily","female","once a week",NA,NA,NA,NA,NA,NA,"especially close",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"female","25","1","male","almost daily",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fair"
"female","31","1","male","almost daily",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20",NA
"male","44","3","male","once a month","male","once a week","male","once a week",NA,NA,NA,NA,"know each other","know each other",NA,NA,"know each other",NA,NA,NA,NA,NA,"10",NA
"male","41","3","male","once a week","male","once a week","male","once a week",NA,NA,NA,NA,"especially close","especially close",NA,NA,"especially close",NA,NA,NA,NA,NA,"30",NA
"female","33","2","male","almost daily","female","almost daily",NA,NA,NA,NA,NA,NA,"know each other",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA
"male","39","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","fair"
"female","75","1","female","almost daily",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"poor"
"male","27","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","fair"
"male","61","3","male","once a month","male","almost daily","female","almost daily",NA,NA,NA,NA,"know each other","know each other",NA,NA,"especially close",NA,NA,NA,NA,NA,"0",NA
"male","37","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10",NA
"male","53","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"male","19","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"very good"
"male","51","3","female","almost daily","male","once a week","male","once a week",NA,NA,NA,NA,"know each other","know each other",NA,NA,"know each other",NA,NA,NA,NA,NA,"4",NA
"female","46","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA
"female","56","4","female","once a week","female","once a week","female","once a week","male","once a week",NA,NA,"know each other","know each other","know each other",NA,"especially close","especially close",NA,"especially close",NA,NA,NA,NA
"female","40","3","male","almost daily","male","almost daily","male","lt once a month",NA,NA,NA,NA,"total strangers","total strangers",NA,NA,"total strangers",NA,NA,NA,NA,NA,"0",NA
"male","35","2","male","almost daily","female","almost daily",NA,NA,NA,NA,NA,NA,"especially close",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30","very good"
"female","47","1","male","almost daily",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5",NA
"female","63","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"female","25","3","female","almost daily","male","almost daily","female","almost daily",NA,NA,NA,NA,"especially close","especially close",NA,NA,"especially close",NA,NA,NA,NA,NA,"NO ANSWER",NA
"female","75","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"female","49","2",".a",NA,".a",NA,NA,NA,NA,NA,NA,NA,".a",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","excellent"
"male","73","3","male","almost daily","male","almost daily","male","almost daily",NA,NA,NA,NA,"especially close","especially close",NA,NA,"especially close",NA,NA,NA,NA,NA,"0",NA
"female","57","3","female","once a week","female","almost daily","male","almost daily",NA,NA,NA,NA,"total strangers","especially close",NA,NA,"know each other",NA,NA,NA,NA,NA,"2","good"
"female","72","1","male","almost daily",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"female","58","1","female","almost daily",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fair"
"female","26","2","female","almost daily","female","almost daily",NA,NA,NA,NA,NA,NA,"know each other",NA,NA,NA,NA,NA,NA,NA,NA,NA,"15",NA
"female","76","1","female","once a week",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"female","62","3","male","almost daily","male","almost daily","female","almost daily",NA,NA,NA,NA,"especially close","especially close",NA,NA,"especially close",NA,NA,NA,NA,NA,"0",NA
"female","53","2","male","almost daily","female","almost daily",NA,NA,NA,NA,NA,NA,"especially close",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"female","28","3","female","almost daily","female","once a week","male","almost daily",NA,NA,NA,NA,"know each other","especially close",NA,NA,"especially close",NA,NA,NA,NA,NA,"0",NA
"male","69","3","male","once a week","female","once a week","female","almost daily",NA,NA,NA,NA,"especially close","especially close",NA,NA,"especially close",NA,NA,NA,NA,NA,NA,NA
"male","74","3","female","once a week","male","once a week","female","once a week",NA,NA,NA,NA,"especially close","especially close",NA,NA,"especially close",NA,NA,NA,NA,NA,NA,NA
"male","54","2","male","almost daily","female","almost daily",NA,NA,NA,NA,NA,NA,"especially close",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA
"male","67","1","male","almost daily",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"male","52","2","female","almost daily","male","once a week",NA,NA,NA,NA,NA,NA,"know each other",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NO ANSWER","very good"
"male","52","2","female","almost daily","male","almost daily",NA,NA,NA,NA,NA,NA,"especially close",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA
"male","72","2","male","almost daily","male","almost daily",NA,NA,NA,NA,NA,NA,"especially close",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"female","19","2","female","almost daily","male","once a week",NA,NA,NA,NA,NA,NA,"especially close",NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","good"
"female","79","2","female","almost daily","female","once a month",NA,NA,NA,NA,NA,NA,"especially close",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"very good"
"male","37","3","female","once a week","male","once a week","female","almost daily",NA,NA,NA,NA,"especially close","know each other",NA,NA,"know each other",NA,NA,NA,NA,NA,"30",NA
"female","34","2","male","almost daily","male","once a month",NA,NA,NA,NA,NA,NA,"total strangers",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","good"
"male","39","1","female","almost daily",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25",NA
"male","51","4","male","almost daily","male","almost daily","female","almost daily","male","once a week",NA,NA,"especially close","know each other","know each other",NA,"know each other","know each other",NA,"especially close",NA,NA,NA,NA
"female","35","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA
"male","28","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30",NA
"female","49","3","male","almost daily","male","once a month","male","almost daily",NA,NA,NA,NA,"total strangers","total strangers",NA,NA,"know each other",NA,NA,NA,NA,NA,"NO ANSWER",NA
"male","49","2","female","lt once a month","male","once a month",NA,NA,NA,NA,NA,NA,"know each other",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","poor"
"female","42","2","female","once a week","female","almost daily",NA,NA,NA,NA,NA,NA,"know each other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"female","24","2","male","almost daily","female","once a week",NA,NA,NA,NA,NA,NA,"especially close",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"female","40","2","female","almost daily","female","almost daily",NA,NA,NA,NA,NA,NA,"know each other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excellent"
"male","49","1","female","almost daily",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA
"male","54","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24",NA
"female","40","2","female","almost daily","female","almost daily",NA,NA,NA,NA,NA,NA,"total strangers",NA,NA,NA,NA,NA,NA,NA,NA,NA,"10",NA
"female","67","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fair"
"male","48","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"female","34","3","female","almost daily","female","almost daily","male","almost daily",NA,NA,NA,NA,"know each other","know each other",NA,NA,"especially close",NA,NA,NA,NA,NA,"10","good"
"male","56","1","male","once a week",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA
"female","36","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"good"
"male","32","1","female","almost daily",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"female","60","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"male","47","5","female","almost daily","male","once a week","male","once a week","male","almost daily","male","once a week","especially close","know each other","especially close","know each other","know each other","total strangers","know each other","total strangers","especially close","know each other",NA,"good"
"female","19","3","male","almost daily","male","almost daily","male","almost daily",NA,NA,NA,NA,"especially close","especially close",NA,NA,"especially close",NA,NA,NA,NA,NA,"20",NA
"female","61","6","male","almost daily","female","once a month","female","once a month","female","once a month","female","lt once a month","know each other","know each other","know each other","know each other","especially close","know each other","especially close","especially close","especially close","especially close","3","good"
"male","42","2","male","once a month","male","once a month",NA,NA,NA,NA,NA,NA,"total strangers",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA
"male","62","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"male","42","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5",NA
"male","35","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA
"male","46","3","male","once a week","male","once a week","male","once a week",NA,NA,NA,NA,"especially close","especially close",NA,NA,"especially close",NA,NA,NA,NA,NA,"4",NA
"male","51","1","male","once a month",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA
"female","39","4","male","almost daily","female","almost daily","female","almost daily","female","once a week",NA,NA,"especially close","know each other","especially close",NA,"know each other","especially close",NA,"especially close",NA,NA,"2","excellent"
"female","52","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA
"male","34","1","female","almost daily",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA
"female","31","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA
"female","30","4","female","almost daily","male","once a week","male","almost daily","male","once a week",NA,NA,"especially close","especially close","know each other",NA,"know each other","know each other",NA,"especially close",NA,NA,"4","very good"
"male","25","3","female","almost daily","male","almost daily","female","once a week",NA,NA,NA,NA,"know each other","know each other",NA,NA,"especially close",NA,NA,NA,NA,NA,"3",NA
"male","41","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","very good"
"male","49","3","male","almost daily","male","almost daily","female","almost daily",NA,NA,NA,NA,"especially close","know each other",NA,NA,"know each other",NA,NA,NA,NA,NA,"3",NA
"male","65","2","female","almost daily","female","almost daily",NA,NA,NA,NA,NA,NA,"especially close",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"poor"
"female","81","1","male","lt once a month",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"female","26","3","female","almost daily","male","once a week","female","almost daily",NA,NA,NA,NA,"know each other","total strangers",NA,NA,"know each other",NA,NA,NA,NA,NA,"1",NA
"female","88","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"male","70","5","male","once a week","male","almost daily","male","almost daily","male","almost daily","female","once a week","know each other","know each other","know each other","especially close","know each other","know each other","know each other","especially close","know each other","know each other",NA,"very good"
"male","50","5","male","once a month","male","lt once a month","female","once a month","female","once a week","male","once a week","know each other","total strangers","know each other","especially close","know each other","know each other","know each other","especially close","know each other","know each other",NA,NA
"female","32","6","male","once a month","male","almost daily","female","once a month","female","once a month","female","lt once a month","know each other","know each other","total strangers","total strangers","total strangers","total strangers","total strangers","know each other","know each other","know each other","0",NA
"female","35","3","female","almost daily","male","almost daily","female","once a week",NA,NA,NA,NA,"know each other","total strangers",NA,NA,"especially close",NA,NA,NA,NA,NA,"0",NA
"male","64","2","female","almost daily","male","almost daily",NA,NA,NA,NA,NA,NA,"know each other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excellent"
"female","50","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"female","34","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"poor"
"female","28","3","female","almost daily","female","almost daily","female","almost daily",NA,NA,NA,NA,"know each other","especially close",NA,NA,"know each other",NA,NA,NA,NA,NA,"2",NA
"female","23","1","male","almost daily",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15",NA
"female","65","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"good"
"female","51","2","female","almost daily","female","almost daily",NA,NA,NA,NA,NA,NA,"know each other",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA
"female","50","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","good"
"female",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"female","34","2","male",NA,"female","almost daily",NA,NA,NA,NA,NA,NA,"especially close",NA,NA,NA,NA,NA,NA,NA,NA,NA,"7",NA
"male","62","4","male","once a month","female","almost daily","male","once a month","female","once a week",NA,NA,"especially close","know each other","know each other",NA,"know each other","especially close",NA,"especially close",NA,NA,NA,NA
"male","68","1","female","almost daily",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fair"
"female","51","6","male","almost daily","female","once a month","female","once a month","female","once a month","female","once a month","know each other","know each other","know each other","total strangers","total strangers","know each other","especially close","especially close","especially close","especially close","15",NA
"male","27","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","very good"
"male","40","2","female","almost daily","male","once a week",NA,NA,NA,NA,NA,NA,"especially close",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA
"male","60","3","male","once a week","female","almost daily","female","almost daily",NA,NA,NA,NA,"know each other","know each other",NA,NA,"know each other",NA,NA,NA,NA,NA,"0","very good"
"male","55","2","female","almost daily","male","once a month",NA,NA,NA,NA,NA,NA,"especially close",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA
"male","50","3","female","almost daily","female","once a month","male","once a month",NA,NA,NA,NA,"know each other","know each other",NA,NA,"know each other",NA,NA,NA,NA,NA,"22",NA
"male","26","2","male","almost daily","male","once a week",NA,NA,NA,NA,NA,NA,"total strangers",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","very good"
"male","51","1","male","almost daily",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA
"female","52","4","female","almost daily","male","once a week","male","almost daily","female","almost daily",NA,NA,"especially close","especially close","especially close",NA,"especially close","especially close",NA,"especially close",NA,NA,"0",NA
"female","82","3","female","almost daily","male","once a week","male","once a week",NA,NA,NA,NA,"especially close","especially close",NA,NA,"especially close",NA,NA,NA,NA,NA,NA,NA
"female","26","2","female","once a week","female","almost daily",NA,NA,NA,NA,NA,NA,"especially close",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","good"
"female","61","4","female","once a week","female","once a week","male","almost daily","female","once a week",NA,NA,"know each other","know each other","know each other",NA,"know each other","know each other",NA,"know each other",NA,NA,NA,"excellent"
"male","60","4","female","once a week","male","once a week","female","once a week","female","once a week",NA,NA,"especially close","especially close","especially close",NA,"total strangers","especially close",NA,"especially close",NA,NA,NA,"excellent"
"female","36","2","male","almost daily","female","almost daily",NA,NA,NA,NA,NA,NA,"especially close",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"female","46","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA
"male","34","5","female","almost daily","female","almost daily","female","almost daily","male","once a week","female","almost daily","especially close","especially close","know each other","especially close","especially close","know each other","know each other","know each other","know each other","know each other","7",NA
"male","41","5","male","once a week","female","once a week","male","once a week","female","once a week","male","once a week","especially close","know each other","know each other","especially close","know each other","know each other","especially close","know each other","know each other","know each other","0",NA
"female","85","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"excellent"
"male","22","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA
"male","40","1","male","almost daily",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","fair"
"male","56","3","male","almost daily","male","almost daily","female","almost daily",NA,NA,NA,NA,"know each other","know each other",NA,NA,"know each other",NA,NA,NA,NA,NA,"0","good"
"female","48","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"good"
"female","53","3","male","almost daily","male","almost daily","female","almost daily",NA,NA,NA,NA,"especially close","especially close",NA,NA,"especially close",NA,NA,NA,NA,NA,"3",NA
"male","46","1","male","once a week",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"female","38","3","male","lt once a month","male","almost daily","female","once a week",NA,NA,NA,NA,"know each other","total strangers",NA,NA,"especially close",NA,NA,NA,NA,NA,"0","excellent"
"female","50","1","male","almost daily",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"good"
"male","57","1","female","almost daily",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"female","32","3","male","almost daily","female","almost daily","male","almost daily",NA,NA,NA,NA,"especially close","know each other",NA,NA,"know each other",NA,NA,NA,NA,NA,"0",NA
"female","47","5","male","almost daily","female","almost daily","female","once a week","male","once a month","female","almost daily","total strangers","total strangers","total strangers","especially close","know each other","total strangers","total strangers","total strangers","total strangers","total strangers","3",NA
